[Inv-Add] 19H:1M pid:  1000004  PezziDev Get  3100011 
[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:46M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:47M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:47M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:47M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:47M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:47M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:48M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:49M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:50M pid:  1000003  Fosforocore Get  700013 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1200005 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  421009 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:55M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:56M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:57M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:2M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:4M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

[Inv-Add] 22H:5M pid:  1000005  maxi Get  1088001 

